player_person_id,player_person_currentTeam_name,player_person_fullName,player_stats_skaterStats_assists,player_stats_skaterStats_goals,side
8474818,Minnesota Wild,Jordie Benn,0,0,away
8477919,Minnesota Wild,Frederick Gaudreau,0,0,away
8477942,Minnesota Wild,Kevin Fiala,1,0,away
8476856,Minnesota Wild,Matt Dumba,0,0,away
8475750,Minnesota Wild,Jon Merrill,0,0,away
8479514,Minnesota Wild,Rem Pitlick,0,0,away
8475179,Minnesota Wild,Dmitry Kulikov,0,0,away
8478864,Minnesota Wild,Kirill Kaprizov,0,1,away
8477451,Minnesota Wild,Ryan Hartman,0,0,away
8471274,Minnesota Wild,Alex Goligoski,0,0,away
8475692,Minnesota Wild,Mats Zuccarello,1,0,away
8475220,Minnesota Wild,Marcus Foligno,1,0,away
8476463,Minnesota Wild,Jonas Brodin,2,0,away
8482079,Minnesota Wild,Marco Rossi,0,0,away
8480980,Minnesota Wild,Connor Dewar,1,0,away
8481477,Minnesota Wild,Nico Sturm,0,1,away
8480884,Minnesota Wild,Calen Addison,0,0,away
8481557,Minnesota Wild,Matt Boldy,0,1,away
8470638,Boston Bruins,Patrice Bergeron,1,0,home
8473419,Boston Bruins,Brad Marchand,0,1,home
8473422,Boston Bruins,Nick Foligno,0,0,home
8477508,Boston Bruins,Curtis Lazar,0,0,home
8475225,Boston Bruins,Craig Smith,0,0,home
8477956,Boston Bruins,David Pastrnak,0,0,home
8475745,Boston Bruins,Charlie Coyle,0,0,home
8475287,Boston Bruins,Erik Haula,1,0,home
8479546,Boston Bruins,Oskar Steen,0,0,home
8476422,Boston Bruins,Mike Reilly,1,0,home
8475762,Boston Bruins,Derek Forbort,0,0,home
8478443,Boston Bruins,Brandon Carlo,0,0,home
8475186,Boston Bruins,John Moore,0,0,home
8476891,Boston Bruins,Matt Grzelcyk,1,0,home
8475791,Boston Bruins,Taylor Hall,0,1,home
8477365,Boston Bruins,Connor Clifton,0,0,home
8479365,Boston Bruins,Trent Frederic,0,0,home
8477320,Boston Bruins,Anton Blidh,0,0,home
