player_person_id,player_person_currentTeam_name,player_person_fullName,player_stats_skaterStats_assists,player_stats_skaterStats_goals,side
8478508,Nashville Predators,Yakov Trenin,0,1,away
8475218,Nashville Predators,Mattias Ekholm,0,0,away
8476925,Nashville Predators,Colton Sissons,1,0,away
8474697,Nashville Predators,Mark Borowiecki,0,0,away
8476887,Nashville Predators,Filip Forsberg,1,1,away
8475798,Nashville Predators,Mikael Granlund,1,0,away
8474600,Nashville Predators,Roman Josi,2,0,away
8476988,Nashville Predators,Matt Benning,0,0,away
8475793,Nashville Predators,Ryan Johansen,0,0,away
8479316,Nashville Predators,Luke Kunin,0,0,away
8478851,Nashville Predators,Alexandre Carrier,0,0,away
8480009,Nashville Predators,Eeli Tolvanen,0,0,away
8477446,Nashville Predators,Michael McCarron,1,0,away
8475168,Nashville Predators,Matt Duchene,0,1,away
8479644,Nashville Predators,Matt Luff,0,1,away
8479026,Nashville Predators,Philippe Myers,0,0,away
8479661,Nashville Predators,Tanner Jeannot,1,0,away
8476393,Nashville Predators,Nick Cousins,1,0,away
8480072,Los Angeles Kings,Lias Andersson,0,0,home
8481481,Los Angeles Kings,Blake Lizotte,0,0,home
8470606,Los Angeles Kings,Dustin Brown,0,1,home
8481560,Los Angeles Kings,Arthur Kaliyev,0,0,home
8471685,Los Angeles Kings,Anze Kopitar,0,0,home
8476924,Los Angeles Kings,Martin Frk,0,1,home
8478911,Los Angeles Kings,Matt Roy,0,0,home
8476479,Los Angeles Kings,Phillip Danault,0,0,home
8477960,Los Angeles Kings,Adrian Kempe,0,0,home
8479998,Los Angeles Kings,Mikey Anderson,0,0,home
8474563,Los Angeles Kings,Drew Doughty,1,0,home
8480845,Los Angeles Kings,Rasmus Kupari,0,0,home
8477962,Los Angeles Kings,Brendan Lemieux,0,0,home
8479421,Los Angeles Kings,Jacob Moverare,0,0,home
8479675,Los Angeles Kings,Trevor Moore,0,0,home
8478042,Los Angeles Kings,Viktor Arvidsson,1,0,home
8481600,Los Angeles Kings,Tobias Bjornfot,0,0,home
8480434,Los Angeles Kings,Sean Durzi,0,0,home
